,0,1
157,100141.png,"gx(\alpha\cdot q,\xi)\to   \left\{   \begin{array}{cl}      \mbox{finite},&      \mbox{for}      \quad      \pm\alpha_i\in\Pi\quad (\delta\leq1/h)\quad \mbox{and}\      \pm\alpha_h\quad (\delta=1/h),\\[6pt]      0,&\mbox{otherwise,}   \end{array}   \right.   
"
158,100142.png,"r_h^2 = \frac{l^2}{2}(\sqrt{K^2+4l^{-2}\mu}-K).
"
159,100143.png,"\dot G_\pm  +\frac{i}{2} \phi^\pm D^2_\pm G_\pm + \frac{i}{4} D_\pm\phi^\pm D_\pm G_\pm+ \frac{3}{4} i D^2_\pm \phi^\pm G_\pm= \frac{\kappa_0}{2} D^5_\pm \phi^\pm ~. 
"
160,100144.png,"\left\langle \exp \left( \;  2 \sum_{b=1}^N \beta^{(b)} \int_{\Lambda} d^2x \;t(x)\; : \cos \left( 2 \sqrt{\pi} \varphi^{(b)}(x) \;\right) :_{Q^W} \; \right) \right\rangle \; .
"
161,100145.png,"\chi_a (A) = \varepsilon_{abi}\,A_{bi}(x) = 0\,,
"
162,100146.png,"\omega(\varepsilon) = { {e^{\beta_H \varepsilon}} \over \varepsilon},
"
163,100147.png,"G^{(N,M)}(z_1,S_{M+1},\cdots,S_N;z_1,z_2)=0.
"
164,100148.png,"P^2=\bigg(\frac{4}{\pi h^2N}\bigg)^2\bigg[1+O\bigg(\frac{1}{P^2}\bigg)\bigg], \;\; \pi h^2N<<1.
"
165,100149.png,"\varphi\sim A+B {\rm sign} (t) |\vec{k} t|^{\epsilon}.
"
166,10015.png,"\stackrel{\rightarrow }{x}(\tau )=m^{-2}\stackrel{\rightarrow }{V}%\left( \tau \right) =\stackrel{\rightarrow }{V}_1\cos \left( 2m^2E_3\delta_2\right) +\stackrel{\rightarrow }{V}_2\sin \left( 2m^2E_3\delta _2\right)
"
167,100150.png,"R_{ij,kl} = \delta_{ik} \delta_{jl} (1 + \delta_{ij} (q-1)) + \lambda\delta_{il} \delta_{jk} \theta (i-j) \quad i,j...=1...n
"
168,100151.png," S=-T_{(p-1)}\int d^p\sigma \sqrt{-\det (\mathcal{G}_{\alpha\beta}+ 2\pi\alpha'\mathcal{F}_{\alpha\beta})},
"
169,100152.png,"S_{p,m}=\prod_{A<B} \prod_{I<J}(z^A_I-z^B_J)^{K_{A,B}}\prod_A\prod_{I<J}(z^A_I-z^A_J)^{K_{A,A}-1}
"
170,100153.png,"    H_{LC} = \int_0^l \mathcal{H}_{LC} =    \int_0^l d\sigma \, \frac{G_{+-}}{2 \,\pi_-}    \left( G^{ij} \pi_i \pi_j +    \frac{1}{(2\pi\alpha')^2} G_{ij} Z^{i\,\prime} Z^{j\,\prime}    \right)
"
171,100154.png,"{\theta^{\alpha\Lambda}_n}{^\dagger} = \theta^{\alpha\Lambda}_{-n},
"
172,100155.png,"a_M = {(-)^{{1\over 2}M(M+1)}\over M! [(M-1)!\ldots 2\cdot 1]^2}~~,
"
173,100156.png,"{\cal H} (p) =-2i\varepsilon^{\mu\nu\rho}\varepsilon^{\alpha\beta\lambda}g_{\nu\alpha}\frac{\mu^\epsilon}{(2\pi)^d}\int {\cal D}q \frac{1}{(p+q)^2 q^2} I_{\beta\mu\lambda\rho}(q)\; ,
"
174,100157.png,"dT(x)=\left(\begin{array}{cc} \delta(x) 1_{N-k} & 0 \\                                             0 & -\delta(x)1_k \\ \end{array}\right)dx
"
175,100158.png,"{\cal S}^{\mu\nu} \equiv \epsilon^{\mu\nu\rho\sigma} \theta_\rho P_\sigma = 0 \ \ ,
"
176,100159.png,"{\alpha  \over p(N)} \ \left({1 \over c(N)}- 1\right) \approx {2A_2 \over p(N)^2} \, .
"
177,10016.png,"{\cal W}^{(1)}={1\over {\cal Z}^{(1)} N}\sum_{R,S} \frac{d_{R}}{d_{S}}\exp\left[-{{g^2 A_1}\over 2}C_2(R)-{{g^2 A_2}\over 2}C_2(S)\right]\int dU {\rm Tr}[U]\chi_{R}(U) \chi_{S}^{\dagger}(U),
"
178,100160.png,"A^{{\rm IV}}_{parent}=-\frac{T_p}{2}\int d^{p+1}{\xi}\left[\sqrt{-g}\left(-{\Psi}^{(p+3)/2}g_{ij}h^{ij}+(p+3){\Psi}^{(p+1)/2}\right)+{\Lambda}\left({\Psi}-{\Phi}\right)\right].
"
179,100161.png,"F (z) \; = \; F (0) \, + \, \sum_{m=1}^{\infty} \,\left\{ \frac{b_m}{z - a_m} + \frac{b_m}{a_m} \right\} \, + \,\sum_{m=1}^{\infty} \,\left\{ \frac{b_{-m}}{z - a_{-m}} + \frac{b_{-m}}{a_{-m}} \right\} \, .
"
180,100162.png,"\{Q^{\alpha },\bar{Q}_{\beta }\}=-i(\Gamma ^{a})_{\beta }^{\alpha}P_{a}-i(\Gamma^{abcde})_{\beta }^{\alpha }Z_{abcde},  
"
181,100163.png,"\left[ Q_{\bar{\theta }},Q_{\bar{\theta }}\right]_{+} =(-\frac{5}{32}%iex_{k}A^{*}_{k[i,j]}-(\frac{5}{8})^{2}e\sqrt{2}\xi \Lambda^{*}_{[j,i]}
"
182,100164.png,"\frac{\xi}{\sqrt{1-\dot{r}^{2}}}= \sqrt{x^{2}_{1}+x^{2}_{2}}-r(\tau),
"
183,100166.png,"\left( A_{0},A_{1},\phi ,\pi _{0},\pi _{1},\pi _{\phi }\right)\longleftrightarrow \left( \xi _{1},...,\xi _{6}\right) ,  
"
184,100167.png,"E(L)-E_{0}(L)=E_{R}+E_{L}+M\cosh \theta\ ,
"
185,100168.png,"v_{eff} = \left( {y_i\over y_0} + 1 \right)^{1/3}e^{-n}v_i\,.
"
186,100169.png,"\Pi^r_{\mu \nu \rho \sigma}(p,q,k)= \Pi_{\mu \nu \rho \sigma}(p,q,k)- \Pi_{\mu \nu \rho \sigma}(p,0,0)
"
187,10017.png,"\frac{t}{d} =  \oint \frac{dz}{2 \pi\imath}U_{eff}'\left(z+\frac{R(t)}{z}\right)=\left(\frac{m_0^2}{d}- \Gamma_2\right)R(t) -\sum_{n>2}\frac{(2n)!}{(n!)^2}\Gamma_{2n} R(t)^n%
"
188,100170.png,"w := \left( \begin{array}{c}\tilde{x}_1 \\ . \\ . \\ . \\\tilde{x}_{n} \\\hat{y}_1 \\ . \\ . \\ . \\\hat{y}_{n}\end{array} \right) \; , \;z := \left( \begin{array}{c}\tilde{y}_1 \\ . \\ . \\ . \\\tilde{y}_{n} \\\hat{x}_1 \\ . \\ . \\ . \\\hat{x}_{n}\end{array} \right) \; \; .
"
189,100171.png,"p^{\prime}_\nu T^{S\rightarrow AA}_{\mu\nu}=2mi[T^{S\rightarrow AP}_\mu]-4m(k_3+k_2)_\alpha \triangle_{\alpha\mu}- 4m(l_3+l_2)_\alpha\triangle_{\alpha\mu},
"
190,100172.png,"\sum_{j=1}^{n}[I_{ij}]_{\hat{q}}\,m_{j}=2\cos \pi \left( \vartheta_{h}+t_{i}\vartheta _{H}\right) \,m_{i}\;,\quad \hat{q}=e^{i\pi s\vartheta_{H}}\;.  
"
191,100173.png,"{\tilde f}^{(0)}= \left ( \begin{array}{cccccc}0 & -1 & 0 & 0 & 0 &  q\partial_y\\1 & 0 & 0 & 0 & 0 & q\\0 & 0 & 0 & 0 & 0 & 0\\0 & 0 & 0 & 0 & -1 & q^2 \\0 & 0 & 0 & 1 & 0 & \partial _y\\- q\partial_x & - q & 0 & - q^2 & - \partial_x & 0  \end{array} \right )\delta(x-y)
"
192,100174.png,"\Delta+\bar{\Delta}  = \frac{(m+nk/4)^2}{k} + \frac{(m-nk/4)^2}{k}\, .
"
193,100175.png,"\Delta_a^{\!lin}=-\int\frac{k'}{2l}\, dl -\frac{1}{2}V\, .
"
194,100176.png,"\Sigma_-  =  a_{1}(x)\exp{(3(\gamma-1)\tau)}, ~~ \Sigma_{\times} =  a_{2}(x)\exp{(3(\gamma-1)\tau)},
"
195,100177.png,"  \left[ \widehat{x}_{0},  \widehat{x}_{i}\right] = {i\over \kappa}  \widehat{x}_{i}   \qquad  \left[ \widehat{x}_{i},  \widehat{x}_{j}\right] = 0
"
196,100178.png,"\begin{array}{llllll}\displaystyle D &= 3 &: \quad &Sp(4;R) &\to & OSp(N;1|R)\cr\displaystyle D &= 4 &: \quad &SU(2,2) &\to & SU(2,2|N)\cr\displaystyle D &= 6 &: \quad &U_{\alpha}(4;H) &\to & UU_{\alpha}(N;4|R)\end{array}
"
197,100179.png,"S_E = \int_0 ^{\tau} d\tau \left({1 \over 2}  x_{\tau} ^2+{1 \over 2} W^2(x)- \psi^{\ast}[\partial_{\tau}  -W^{\prime}(x)]\psi \right)
"
198,10018.png,"\int_0^\infty dk\sqrt{k^2+4}\left(\frac{4\cos\rho}{k^2+4\cos^2\rho}- \frac{4\cos\rho}{ k^2+4}+\frac{4c_+}{k^2+4c_+^2}- \frac{4c_+}{ k^2+4}\right),
"
199,100180.png,"\displaystyle{\frac {8}{\kappa}}V^{^2ghost}_{\mu\nu,\,\alpha\beta}(k_1,k_2;\,p_1,p_2)=-4\,p_{_1\mu }\,p_{_2\nu }\,\eta_{\alpha  \beta } +  8\,p_{_1\beta }\,p_{_2\nu }\,\eta_{\alpha  \mu } -  2\,p_1 \cdot p_2\,\eta_{\alpha  \mu }\,\eta_{\beta  \nu } +  p_1 \cdot p_2\,\eta_{\alpha  \beta }\,\eta_{\mu  \nu }.
"
200,100181.png,"\left( 1+i\gamma \right) ^{-1}\approx\left( 1-i\gamma \right).
"
201,100182.png,"%{\cal P}:\quad%(1/2,\,0)^{[x^\pm]}\,\leftrightarrow \,(0,\,1/2)^{[x^\mp]}%
"
202,100183.png,"M=\int_{r\rightarrow \infty}d^pxr^{p/2}f^{-1/2}T_{tt}   =\frac{pmV_p}{16\pi G_{p+2}}.
"
203,100184.png,"(\Delta S)^0=Tr\left[\pmatrix{K^\mu {}_{\nu }& K^\mu {}_{F}\cr           K^F{}_{\nu }& K^F{}_{F} \cr}\exp \frac{1}{M^2}\tilde {\cal R}\right] \ ;\qquad \tilde {\cal R}= \pmatrix{ S_{\mu \nu }& q_\mu \cr -\tilde \partial q^T_\nu & \tilde \partial \tilde \nabla\cr} \ .
"
204,100185.png,"j_{HW}(x) = W_i(x) T^i\;,\; T^i \in ker(Ad(M_-))
"
205,100186.png,"[\Pi({\bf{x}}\sigma), \rho({\bf{y}}\sigma^{'})] = i\mbox{ }\delta({\bf{x}} - {\bf{y}})\delta_{\sigma, \sigma^{'}}
"
206,100187.png,"E^{(R)}= {n_R\over |G|}\sum_{g\in G} \chi^{(R)}(g) U(g)~,
"
207,100188.png,"E^{\small bulk}_{\small Casimir} = {1\over8\pi^2} \; V \; \hbar c \; K^4 \;\left[{1\over n} - 1 \right].
"
208,100189.png,"\Omega^J \equiv (v_i^J)^T \frac{\partial V(q)}{\partial q_i} =0,
"
209,10019.png,"\frac{1}{2}\left( 1+\sqrt{\frac{j\left( j+1\right) -\alpha ^{2}}{4}}\right)\mp \frac{i\alpha E}{\sqrt{E^{2}-\frac{m^{2}}{4}}}=-n
"
210,100190.png,"\{Q^+,Q^-\}=H_n+k(R-1),\quad[H_n,Q^\pm]=\mp 2k Q^\pm,\quad[R,Q^\pm]=\pm 2Q^\pm,\quad R^2=1.
"
211,100191.png,"\frac{\partial g_{k}}{\partial x_{j}} = \frac{\partial h_{k}}{\partial    y_{j}}  \,\,\, ; \,\,\,\frac{\partial h_{k}}{\partial x_{j}} = - \frac{\partial g_{k}}{\partial  y_{j}},
"
212,100192.png,"{\cal D}[\partial] := 1 + {\partial^2 \over \eta^2} - {\partial^4 \over \gamma^4} .
"
213,100193.png,"Z_0^F(T,L) \equiv \exp\left(\frac{\pi LT}{6}\right).
"
214,100194.png,"x \mapsto \omega(\Xi)(x), \quad \ x \in {\cal O},
"
215,100195.png,"\left.\begin{array}{l}\rho(1)=1\\\rho(2)=2\\\ldots \\\rho(p)=p\end{array}\right\}
"
216,100197.png,"S^{\mu\nu}\equiv {{\partial L}\over {\partial \sigma _{\mu\nu}}}=L^{-1}[J^2\sigma ^{\mu\nu } +{{MJ}\over {({{a_1a_2}\over2}+a_3})^{1\over 2}}(a_1\sigma ^{\mu\nu }+(u^\mu\sigma^{\nu\lambda}- u^\nu\sigma ^{\mu\lambda})u_\lambda )]. 
"
217,100198.png,"H = 1 + Q_1 \sum_{n = -\infty}^\infty \frac{1}{\mid \vec{y} - 2\pi n a \hat{z}\mid^6},
"
218,100199.png,"z(\varepsilon, \tau) \;=\; u \:+\: 2 \tau v \:+\: (1-\varepsilon^2)\:\tau^2\:q^2 \:-\: \frac{q^2}{4}\;.
"
219,1002.png,"V(\Phi ) = - m^2 {\rm Tr}[ \Phi ^2 ]+      h ( {\rm Tr}[\Phi ^2  ])^2 +      \lambda {\rm Tr}[\Phi ^4]  + V_0 
"
220,10020.png,"g \approx  3-\sqrt 3 - 0.9177 f_{0}^2 \; .
"
221,100200.png,"\hat{g}=-(dx^0)^2+(dx^1)^2+\Big(dr^2+r^2d\Omega_8^2\Big)\; ,
"
222,100201.png,"\varepsilon(p^{0})=\theta(p^{0})-\theta(-p^{0})=\frac{p^0}{|p^0|},
"
223,100202.png,"\tilde{\omega}_{mab}=\hat{\omega}_{mab}-\frac{i\kappa^2}{4}\bar{\psi}_c\gamma^{cd}{}_{mab}\psi_d.
"
224,100203.png,"s p^{\mu} = \eta^{\alpha}e_{\alpha}^{\mu}(P_0)
"
225,100204.png,"q^{(\frac{L}{2}-\frac{r}{N})}\sum_{k=l+1}^N q^{-m_0}B^{(N)}(L,r,l+1|k)=\sum_{k=l+1}^N B^{(N)}(L,r,l|k).
"
226,100205.png,"(-1)^{m\cdot|a|}[a,b\cup c] =[a,b]\cup c + (-1)^{(|b|\cdot |c|+m)}[a,c]\cup b.
"
227,100206.png,"[\Phi(x;a_1,...,a_n)]_R  =  \Phi(x;a_1,...,a_n) +
"
228,100207.png,"Z={\det }^{-\frac 12}_{T}(-\Delta ) \times {\det }_S^{\frac 12} (-\Delta ), 
"
229,100208.png,"\mathbf{J}^2 = (\mathbf{J}^2)^\dagger = G (\mathbf{J}^2)^+ G,
"
230,100209.png,"m^{1;1;9},\ m^{1;4;9}, \ m^{2;6;9}, \ m^{4;7;9},\ m^{7;7;9}, \ m^{2;3;9;9}, \dots
"
231,10021.png,"E_{\pm}\approx\pm me^{-\frac{\mu^{2}}{m}\Delta x}.
"
232,100210.png,"M(S,R)_n =\left(\matrix{1 & 0 \cr1 & 1 \cr}\right)^{\otimes (n-1)} \ ,
"
233,100211.png,"C_\mu^+ \equiv \frac{1}{2} (C_\mu + ^* C_\mu) = \frac{1}{2}(C_\mu + i E_{\mu\nu} C^\nu)\; .
"
234,100212.png," \left[-\left(1-\frac{2M}{\rho}\right)\frac{d^2}{d\rho^2} -\frac{2(\rho-4M)(2\rho-3M)}{\rho^2(\rho-3M)}\frac{d}{d\rho} +\frac{8M}{\rho^2(\rho-3M)}\right] H_1(\rho) = \lambda H_1(\rho),
"
235,100213.png,"       G_{\alpha\beta}(\tau,\tau^{\prime})       =\frac{1}{2}\int       \Sigma_{\alpha\beta}(\tau,\lambda^{\prime})       \epsilon(\lambda^{\prime}-       \tau^{\prime})\;d\lambda^{\prime}
"
236,100214.png,"\gamma_1 = -\gamma-1- \gamma(-2-a-b) - \delta (2-a/\delta-b/\delta-2a-2b) - 9/88(1+a+b) ,
"
237,100215.png,"j^{mi} \equiv \frac{\delta I_{SI}}{\delta v_{m}^{i}}, \quad  K^{mi} \equiv \frac{\delta I_{SI}}{\delta A_{m}^{i}} .
"
238,100216.png,"[\hat{x}_{\mu}, \hat{x}_{\nu}]=\frac{i}{\kappa} (a_{\mu}\hat{x}_{\nu}-\hat{x}_{\mu}a_{\nu})
"
239,100217.png,"G^0_{\mu\nu} = \frac{\epsilon_{\mu\nu\lambda}p_\lambda+\delta_{\mu\nu}M+p_\mu p_\nu/M}{p^2+M^2}\;,~~D^0_{\mu\nu}(p)= \frac{\epsilon_{\mu\nu\lambda}p_\lambda}{p^2}\;, ~~{\rm and}~~\Gamma^0_{\mu\nu\lambda}=g\epsilon_{\mu\nu\lambda}
"
240,100218.png,"U(\vec x) = {\mathrm e}^{{\mathrm i} \hat r\cdot\vec\tau f(r)}
"
241,100219.png,"Adj(Sp(2n_H)) \to Adj(U(k)) + Adj(U(n_H-k)) + 2(k,n_H-k)
"
242,10022.png,"C_0(k,q)=<k,q|\sum_{j=0}^{m-1}R^{-j}\omega^{js}|\phi>=\sum_{j=0}^{m-1}(R^j|k,q>)^+\omega^{js}|\phi>.
"
243,100220.png,"G^{\dagger} = G, \;\;\;\;\;\; \tilde{G}^{\dagger} = \tilde{G}
"
244,100221.png,"g^2_LV_L(\alpha\cdot q)   {{}\atop{\longrightarrow\atop{ \omega_3\to+\infty}}}   \left\{   \begin{array}{cl}      m^2_L\,e^{\alpha\cdot Q} &\mbox{for such \(\alpha\in\Delta_+\) that      \(\alpha\cdot v\) is minimum,}\\[6pt]      m^2_L\,e^{-\alpha\cdot Q} &\mbox{for such \(\alpha\in\Delta_+\) that      \(\alpha\cdot v\) is maximum,}\\[6pt]      0&\mbox{otherwise,}   \end{array}   \right.   
"
245,100222.png,"I_n(x)=\int_0^xdx_n\int_0^{x_n}dx_{n-1}\cdots\int_0^{x_2}dx_1\cdot1=\frac{x^n}{n!}.
"
246,100223.png,"N^{\mu\nu} =    L^i n^{[\mu}{}_i X^{\nu]}{}' = L^* \eta^{[\mu}_1  X^{\nu]}{}'\,.
"
247,100224.png,"X^{+} = {{* (2{\cal D} X^i \wedge f^{+i})} \over {* (f^{+i} \wedge f^{-i})}} = {1 \over {\cal R}}  ({\cal D}_- X^i f_+^{~+i} - {\cal D}_+ X^if_-^{~+i})
"
248,100225.png,"T(z)=L^{ab}:J_a(z) J_b(z): 
"
249,100226.png,"R(b)=\frac{4}{k-2}\;\frac{k(k-4)+k(k-2)b}{[k+2+(k-2)b]^2}
"
250,100228.png,"n!\prod_{i=1}^kd_i!{1\over (n-m)!}.
"
251,100229.png,"[R,M]=-{\rm i\over2}\sum_{\rho\in\Delta_{+}}g_{|\rho|}\thinspace       {|\rho|^2\cos(\rho\cdot q)\over{\sin^{2}(\rho\cdot q)}}       \thinspace[{\rm e}^{2{\rm    i}q\cdot\hat{H}       }, \hat{s}_{\rho}]. 
"
252,10023.png,"  D^{++}L^{++} =0\quad \Leftrightarrow \quad (D^{--})^3L^{++}=0
"
253,100230.png,"lndet = \frac{|e\Phi|}{2\pi} \ln(ma) + R(m),
"
254,100231.png,"B(0) = B_{\rm f}(0)+B_{\rm b}(0)=0,
"
255,100232.png,"H\, {\cal U} = i {\partial \over \partial t}\, {\cal U}\,,
"
256,100233.png,"\Sigma_{\pm}(q_3,\left|{\bf q}\right|) = - \frac{1}{4\pi} \ln \left[ \frac{1}{2m} \left( -\frac{1}{2}\delta \pm iq_3 + \frac{\left|{\bf q}\right|^2}{2m} \right) \right] \,  + \, O\left(\frac{1}{m^2}\right).
"
257,100234.png,"\frac{g^2_{YM}N}{J^3}\frac{J^4}{N^2} \frac{g^2N}{J^2}
"
258,100235.png," {\cal L}_{n}(H_n)=(-T_{H_n}\bar{R}_{H_n})\phi ^n .
"
259,100236.png,"\fbox{$\begin{array}{ll} (xy)(ax)=x(ay)x; & (xy)_{L}x_{R} = x_{L}x_{R}y_{L};\\ \\ (xa)(yx)=x(ya)x; & (yx)_{R}x_{L} = x_{L}x_{R}y_{R}; \\ \\(xax)y=x(a(xy)); & y_{R}x_{L}x_{R} = x_{L}(xy)_{R}; \\ \\y(xax)=((yx)a)x; & y_{L}x_{L}x_{R} = x_{R}(yx)_{L}. \\\end{array}$}
"
260,100237.png,"{\delta_{\rho}}{\mathcal{F}_D^1}={\delta_{\rho}}{\mathcal{F}_D^0}-\alpha{Q}\oint{d}\hat{s}(\xi)\rho(\xi){\partial_{\hat{n}}}{\hat{G}_D}(\xi,\xi')+({\alpha^2}-\alpha{Q})\rho(\xi').
"
261,100238.png,"D\sum_{I\neq J}(-1)^{p_{I}p_{J}}e_{JI}\otimes e_{IJ}D^{-1}=\sum_{I\neq J}e_{JI}\otimes e_{IJ}
"
262,100239.png,"H(t) |n;t> = E_n(t) |n;t>,~~<m;t|n;t> = \delta_{mn}
"
263,10024.png,"E_c= \frac{4kl}{R}\left (k-\frac{r_+^2}{l^2} \right),
"
264,100240.png,"%P\sim \exp\left(-y_0^3/M_p^2\ell\right),%
"
265,100241.png,"\tilde{W}[\eta|t] = \int_{\eta_0}^{\eta(t)} \delta \eta^{' \nu}(t)   \,\tilde{E}_\nu[\eta'|t],
"
266,100242.png,"\partial_z\partial_{\bar{z}}\theta=\{n(n+1)\eta^2+a\}\theta\,,\quad a\in{\cal R}\,,\quad n=0,1,2,\ldots
"
267,100243.png,"C_{0}^{op}=g_{o}^{-2}\frac{1}{\left(  2\alpha^{^{\prime}}\right)  ^{d/2}},%
"
268,100244.png,"\alpha^2 \partial_{x^-}^3 g_a(x)=0~; \alpha\neq 0
"
269,100245.png,"J_{gf}=\left( \begin{array}{cc}0 & J_{+}\\1 & 0\end{array}\right) \quad ;\quad \tilde{J}_{gf}=\left( \begin{array}{cc}0 & 1\\J_{+} & 0\end{array}\right) \quad ;\quad g=\left( \begin{array}{cc}-J_{+}g_{22} & -g_{21}\\g_{21} & g_{22}\end{array}\right) .
"
270,100246.png,"Z^{int}(s)=\int {\cal D}A_\mu ~e^{-S_{bos}(A)-i\int d^3x~\varepsilon ^{\mu\nu \rho }A_\mu \partial _\nu s_\rho }~,
"
271,100247.png,"\hat{\Gamma}_0 \ldots \hat{\Gamma}_{(10)} = 1
"
272,100248.png,"{\cal L} =  - V(T) \sqrt{-  \det (g + F) } {\cal F}(z), 
"
273,100249.png,"W_{\infty}^{3,D}={1\over 16}(1-\gamma)^{-1}\sum_{k=0}^{\infty}(-1)^{k}\beta^{k}(k+1)(k+3)(k+5)\sum_{m=0}^{\infty}(m^{2+k}-m^{1+k})\alpha_{m}^{-k-7}.
"
274,10025.png,"\begin{array}{c}\left\{ M_1,M_2\right\} =aM_1M_2-M_1M_2a, \\a=\frac 12\left( r-r^{*}\right) .\end{array}
"
275,100250.png,"B(T)= -\; {b_2(V,T)\over [b_1(V,T)]^2}\;,
"
276,100251.png,"\epsilon_{{\rm vac}} = \left< \frac{\beta (g)}{8g} G \cdot G\right> 
"
277,100252.png,"{\cal H} = {\cal H}_a \otimes {\cal H}_A \otimes {\cal H}_c.
"
278,100253.png,"H r(\tau)=\frac{k}{\sqrt{1+k^2}}\mid\mbox{sn}[\frac{\tau}{\sqrt{1+k^2}},\;k]\mid.
"
279,100254.png,"\delta _{\beta }\left( \alpha \right) =\alpha \wedge \beta =\alpha_{ab}\cdot \beta _{cd}\left( \chi ^{ab}\otimes \chi ^{cd}\right) Ad_{R}
"
280,100255.png,"T \sim \frac{m}{L^p} \sim \frac{1}{g \ell_s^{p+1}}.
"
281,100256.png,"(-1)^{|X||Z|}[X,[Y,Z]]+(-1)^{|X||Y|}[Y,[Z,X]]+(-1)^{|Y||Z|}[Z,[X,Y]=0,
"
282,100257.png,"{\cal M}^{uu}_{b}= \frac{ig^4}{2}[T^aT^b\otimes T_aT_b] \int \frac{d^2k}{(2\pi)^2} \left [ \frac{T(k,p_1) T^*(k,p_3)}{w_k-w_p}\right]
"
283,100258.png,"\int_C    \frac{d\nu \:    \nu}{i 4\sqrt{2} \sin \pi\nu} \left[ J_\nu(z_1) J_{-\nu}(z_2) +    J_{-\nu}(z_1) J_\nu(z_2) \right]    \;\;\;\;\;\;\;\;\;\;\;\;\;\;\;\;\;\;\;\;\;
"
284,100259.png,"\frac{1}{2}\int d^{2}x\;{\rm Tr}(\partial_{+}\Phi\partial_{-}\Phi) =\frac{1}{2}\int d^{2}x\;\partial_{+}\Phi^{a}\partial_{-}\Phi^{a},
"
285,10026.png,"C \, = \, \mu _{\rm II}(\eta _2)\frac{\vert \eta _2\vert}{l_0}= \frac{2\pi}{n} \frac{\mu _{\rm II}(\eta _2)}{l_0} \, .
"
286,100260.png,"\zeta_0(\nu)=-{\nu \varrho^{-2\nu} \over \pi}\int^{\infty}_{\mu} d\omega \int_{C_+}dz{2z^2 \over (z^2+\omega^2)^{\nu+1}}\breve{\Psi}(\omega;z)e^{i\epsilon z}~~~,
"
287,100261.png,"\Psi={C}\Psi^{\ast}\,. 
"
288,100262.png,"\varphi(\tau,\sigma) = \varphi(\tau,\sigma+2\pi)
"
289,100263.png,"a_\alpha W_iZ^I_\alpha Y^{\alpha}_0 + WZ^I_\alpha Y^{\alpha}_I
"
290,100264.png,"Q_A+(\gamma^{6}\gamma^{7}\gamma^{8}\gamma^{9})_A^B\tilde{Q}_B\nonumber
"
291,100265.png,"%W_{(1,2\ell,1)}W_{(1,1,Z_2)}W_{(1,2\ell-1,1)}W_{(1,1,Z_2)}%\sim \sum_{k=0}^{[\ell/2]-1}W_{(1,4k+2(\ell \text{ mod } 2)+1,Z_2)},%
"
292,100266.png,"V(z) = A^2 e^{-2\alpha z} - 2 A e^{-\alpha z}  \ ,\  A,\alpha >0 \ .
"
293,100267.png,"\sigma_{\pm} = \frac{\tau\pm\sigma}{2}\ .
"
294,100268.png,"\hat{B}_{(n)} = \sum_{r, s} b_{(n)}^{(r,s)}\hat{a}^{\dagger r} \hat{a}^s.
"
295,100269.png,"k^{u}(K_{uv})_{j}^{i}=\partial _{v}P_{j}^{i}+[p_{v},P]_{j}^{i},
"
296,10027.png,"\widehat{\bf n}_R=\frac{1}{1+\vert R\vert^2}(2{\rm Re}(R), 2{\rm Im}(R),1-\vert R\vert^2).
"
297,100270.png," \rho _0(\theta )=\frac{1}{\pi}\sqrt{\mu-\frac{1}{4}\mu ^2\theta ^2},
"
298,100271.png,"C_{ABC}=\frac{1}{24 \pi} \big(A_{[A}^i\partial_BA_{C]}^i+i\frac{2}{3}f^{ijk}A_{[A}^iA_B^jA_{C]}^k \big) . 
"
299,100272.png,"=g^2\left(\begin{array}{c|c}\delta_{\mu\nu}\delta_{AB}\delta^4(x-y) & 0 \\0 & \delta_{AB}\delta^4(x-y)\end{array}\right)
"
300,100273.png,"\Psi,~~~\Phi,~~~\Pi,~~~\Xi,~~~{\cal A}_{w},~~~{\cal A}_{\theta},~~~{\cal A},~~~\Delta,~~~ \Delta^*.
"
301,100274.png,"C^{N_{P+1}}_{N_{P+1}+\dots +N_{P+K}}C^{N_{P+2}}_{N_{P+2}+\dots+N_{P+K}}\dots C^{N_{P+K-1}}_{N_{P+K-1}+N_{P+K}}
"
302,100275.png,"(N_{c}+\tilde{N}_{c}, \overline{N_{c}+\tilde{N}_{c}}) (1, 1, 0, \beta_{i}), \ \ \ i=1,2,3
"
303,100276.png,"{\cal D}=\sum_{i,j} c_{i,j}\, \frac{(g^2 N)^i}{N^{2j}},
"
304,100277.png,"{\cal R}= {\cal R}_r \sin \eta, ~~~\tau= {\cal R}_r (1- \cos \eta).
"
305,100278.png,"Z ({j _k}) = e ^{i Z_c ({j_k})}
"
306,100279.png,"|\{mss\}|=\sum_{\nu=0}^k {k \choose    \nu}=(1+1)^k=2^k
"
307,10028.png,"E_{4s}=2(Q+Q^{-1})+\xi _{1}+\xi _{1}^{-1}+\xi _{2}+\xi _{2}^{-1}
"
308,100280.png,"  \stackrel{{\rm G}}{{\mathcal      L}}\,:=\frac{1}{2m}\left[(D_\alpha\overline{\Psi}    )D^\alpha\Psi-m^2\overline{\Psi}\Psi \right]\,.
"
309,100281.png,"p(x) = \prod_{i=1}^{N+1} (x+\nu_{i})\, ,\quad q(x) = p(x) - e^{i\theta}/r^{N+1} = \prod_{i=1}^{N+1}(x-x_{i})\, ,
"
310,100282.png,"\tau_{cl}={\theta_0 \over 2\pi} + {4 \pi i \over g_0^2}, 
"
